"species","model","cv","COR","ROC","PRG"
"awt05","RF","spatial",0.148928683393689,0.615387408321836,0.406476987164996
"awt05","RF","random",0.197875004534607,0.665674242974368,0.550383952153276
"awt05","SVM","spatial",0.156664090187804,0.616077263815262,0.548533034617159
"awt05","SVM","random",0.161814758758374,0.646648754629294,0.300732102938311
"awt06","BRT","spatial",0.534336390540405,0.822673097759606,0.680717183439579
"awt06","BRT","random",0.580182949727575,0.823075041068128,0.594860369674687
"awt06","Ensemble","spatial",0.58112258253427,0.841529481667902,0.682384765246679
"awt06","Ensemble","random",0.594040144439768,0.820034252560209,0.594345895628379
"awt06","GAM","spatial",0.556681049748355,0.817308028380692,0.66341742773463
"awt06","GAM","random",0.613032767365794,0.853937296843871,0.693470083971372
"awt06","GAM-unweighted","spatial",0.606927509255688,0.847541155499635,0.691304615815665
"awt06","GAM-unweighted","random",0.588279681015965,0.838488693159976,0.641906993084872
"awt06","GLM","spatial",0.456071616635639,0.73398343294537,0.493840034497393
"awt06","GLM","random",0.505654485895138,0.756771870958722,0.512091051803166
"awt06","GLM-unweighted","spatial",0.530870527460768,0.797140959770721,0.580902861801814
"awt06","GLM-unweighted","random",0.593042364468609,0.831463423158925,0.638067657495342
"awt06","Lasso","spatial",0.469493656134489,0.731676627870399,0.511326469254634
"awt06","Lasso","random",0.533085868451028,0.763063157526827,0.541232320208982
"awt06","MARS","spatial",0.28133578828439,0.656950124078152,0.403423260064521
"awt06","MARS","random",0.412939227939851,0.72148823878928,0.433228893995727
"awt06","MaxEnt","spatial",0.551686665581605,0.814441997833009,0.638223287437801
"awt06","MaxEnt","random",0.567715100550153,0.805249729125167,0.577851727307818
"awt06","MaxEnt-LQ","spatial",0.52947745284296,0.809898290867153,0.641041049592172
"awt06","MaxEnt-LQ","random",0.55468669276627,0.806542938030835,0.586090760851053
"awt06","MaxEnt-noclamp","spatial",0.344019997035809,0.704781377791762,0.483733735751446
"awt06","MaxEnt-noclamp","random",0.567715100550153,0.805249729125167,0.577851727307818
"awt06","MaxEnt-tuned","spatial",0.570661333233442,0.829121666491913,0.689221459081064
"awt06","MaxEnt-spatial-tuned","spatial",0.533366354789408,0.816608996539797,0.624214430319346
"awt06","MaxEnt-tuned","random",0.568766266646318,0.82139736464997,0.599629235513761
"awt06","Ranger","spatial",0.45572091153244,0.760913634616056,0.482372318022921
"awt06","Ranger","random",0.459270545863652,0.743245604837302,0.457045040029553
"awt06","RF","spatial",0.503204713299532,0.795183670616199,0.600621085048529
"awt06","RF","random",0.477844231103013,0.771346684841496,0.513254774172554
"awt06","SVM","spatial",0.545802579756279,0.821711928978363,0.639929571174653
"awt06","SVM","random",0.433300953554371,0.753731082450803,0.518018838918515
"awt07","BRT","spatial",0.126437250644424,0.598598598598598,0.141576702623393
"awt07","BRT","random",0.171259535360064,0.61289861289861,0.307422669363067
"awt07","Ensemble","spatial",0.202618419099047,0.631202631202629,0.320771715928385
"awt07","Ensemble","random",0.128830354071165,0.571428571428571,0.163214239013761
"awt07","GAM","spatial",0.105468122046307,0.562610229276895,0.0711552857354201
"awt07","GAM","random",0.0950894732880552,0.553029219695886,0.185237650248663
"awt07","GAM-unweighted","spatial",0.0724512276975508,0.566614233280898,0.0572050477011407
"awt07","GAM-unweighted","random",0.0649160989676697,0.54983554983555,0.171807331130972
"awt07","GLM","spatial",0.0586384370416082,0.507436007436007,-0.0134441518336849
"awt07","GLM","random",0.044752183791206,0.487153820487154,-0.0879334334341672
"awt07","GLM-unweighted","spatial",0.0633928701404506,0.544878211544878,0.0566271766836335
"awt07","GLM-unweighted","random",0.0718674813488524,0.539634872968206,0.103988364354397
"awt07","Lasso","spatial",0.062507302040354,0.513084513084513,-0.0610357083302228
"awt07","Lasso","random",0.0971532655287129,0.544020210686875,0.178225118698243
"awt07","MARS","spatial",0.0689353486869406,0.575933075933075,0.145280907273268
"awt07","MARS","random",0.0196539118898049,0.537418370751704,0.0282312105884928
"awt07","MaxEnt","spatial",0.104893410487023,0.570475237141903,0.0764771217309833
"awt07","MaxEnt","random",0.100828661238013,0.555317221983888,0.0911183037982296
"awt07","MaxEnt-LQ","spatial",0.0452778581065056,0.508222508222507,-0.00951419594686936
"awt07","MaxEnt-LQ","random",0.137706312379075,0.588302588302588,0.224697986179925
"awt07","MaxEnt-noclamp","spatial",0.0449661925720668,0.535821535821536,-0.0140659189101881
"awt07","MaxEnt-noclamp","random",0.100829797260958,0.555317221983888,0.0911183037982296
"awt07","MaxEnt-tuned","spatial",0.0985959548626755,0.536584203250869,0.0280293233231132
"awt07","MaxEnt-spatial-tuned","spatial",0.0673318304762656,0.527003193669859,0.0523208733427749
"awt07","MaxEnt-tuned","random",0.0856329277887752,0.546999380332712,0.0906087014429638
"awt07","Ranger","spatial",0.138154302751972,0.574360074360074,0.0911352557843276
"awt07","Ranger","random",0.184788570468196,0.603698937032271,0.235283227760403
"awt07","RF","spatial",0.143164027787712,0.597526097526098,0.193888204294146
"awt07","RF","random",0.13405239197885,0.573716573716574,0.173869313762964
"awt07","SVM","spatial",0.0272263612513932,0.513799513799512,-0.0304072607509751
"awt07","SVM","random",0.13756058847462,0.585919252585921,0.305900417151681
"awt08","BRT","spatial",0.690603044585606,0.89011542195534,0.865031417112538
"awt08","BRT","random",0.715255266334781,0.910934522311309,0.884691325511188
"awt08","Ensemble","spatial",0.667732889025744,0.883499334795586,0.827453492822524
"awt08","Ensemble","random",0.732359244742811,0.927402826219841,0.911645211490163
"awt08","GAM","spatial",0.558463009929402,0.835892272841683,0.751239456853299
"awt08","GAM","random",0.682017814687441,0.885836539498763,0.856889594644617
"awt08","GAM-unweighted","spatial",0.484852466181951,0.831721261371407,0.742409726958536
"awt08","GAM-unweighted","random",0.652707240286199,0.869943547517169,0.836898715607419
"awt08","GLM","spatial",0.432404500629761,0.778828521088776,0.568337407612181
"awt08","GLM","random",0.680287628937583,0.89381899248498,0.862360535834455
"awt08","GLM-unweighted","spatial",0.446866604501621,0.780410628887851,0.559892243076367
"awt08","GLM-unweighted","random",0.6424729594158,0.866239976987524,0.834194407331305
"awt08","Lasso","spatial",0.544505560187229,0.83542483190105,0.763948184519404
"awt08","Lasso","random",0.71534717941888,0.912157060156062,0.89576299515672
"awt08","MARS","spatial",0.625468167077906,0.886465786918851,0.858282221358288
"awt08","MARS","random",0.591313205654995,0.844557908741144,0.797074637577965
"awt08","MaxEnt","spatial",0.70157409592736,0.910574952356979,0.889197496343711
"awt08","MaxEnt","random",0.716803257341897,0.908884973571612,0.897292262245811
"awt08","MaxEnt-LQ","spatial",0.650664635380902,0.880407033188317,0.848653090920866
"awt08","MaxEnt-LQ","random",0.68520652992664,0.889899679982747,0.869670103274691
"awt08","MaxEnt-noclamp","spatial",0.691305273900207,0.903922908201798,0.878934541290894
"awt08","MaxEnt-noclamp","random",0.716803257341897,0.908884973571612,0.897292262245811
"awt08","MaxEnt-tuned","spatial",0.659298026230724,0.888677142138,0.836201243634965
"awt08","MaxEnt-spatial-tuned","spatial",0.683501517060967,0.890259249937078,0.88148730749798
"awt08","MaxEnt-tuned","random",0.689836089602764,0.909747941462018,0.896012467597115
"awt08","Ranger","spatial",0.724995909739454,0.907554564740573,0.904940654716345
"awt08","Ranger","random",0.72357386501288,0.923195857754125,0.900651857528534
"awt08","RF","spatial",0.699742080309145,0.909064758548771,0.883209548037441
"awt08","RF","random",0.734147989631561,0.930567041817984,0.903890333742333
"awt08","SVM","spatial",0.63007415059294,0.841789220092766,0.819877001093617
"awt08","SVM","random",0.673007828770858,0.860738556686203,0.845116385618365
"awt09","BRT","spatial",0.162385649776631,0.653467908902687,0.346065360081826
"awt09","BRT","random",0.241930991631768,0.720275066548357,0.621228632445197
"awt09","Ensemble","spatial",0.175750523223637,0.648920437740312,0.611666071140597
"awt09","Ensemble","random",0.274948864177002,0.730774918663113,0.622371043454171
"awt09","GAM","spatial",0.211306107152437,0.665557527358769,0.663408295218553
"awt09","GAM","random",0.263767038802804,0.708518189884651,0.678572836200226
"awt09","GAM-unweighted","spatial",0.232845111336171,0.668219461697722,0.68431433141545
"awt09","GAM-unweighted","random",0.220882451924412,0.656980183377698,0.579527674596664
"awt09","GLM","spatial",0.124490301259663,0.590616681455189,0.0662404906130553
"awt09","GLM","random",0.200907467124508,0.62854924578527,0.546386622288854
"awt09","GLM-unweighted","spatial",0.216751460553492,0.648624667258206,0.676035415308201
"awt09","GLM-unweighted","random",0.197445019158725,0.609435078379177,0.557859885636376
"awt09","Lasso","spatial",0.227917679720132,0.708444247264123,0.723974307059859
"awt09","Lasso","random",0.255327425709033,0.744343389529723,0.558461844808029
"awt09","MARS","spatial",0.0201297957093813,0.483473824312329,-0.434058908751739
"awt09","MARS","random",0.17097219931242,0.608991422656018,0.53065379758257
"awt09","MaxEnt","spatial",0.22619234868995,0.683451641526174,0.626650888883611
"awt09","MaxEnt","random",0.274850905506137,0.725524992605736,0.645597117882021
"awt09","MaxEnt-LQ","spatial",0.168725137496857,0.640712806861876,0.699363287514058
"awt09","MaxEnt-LQ","random",0.254409575325603,0.697648624667259,0.696973868327691
"awt09","MaxEnt-noclamp","spatial",0.22087212795979,0.681972789115645,0.609112196441489
"awt09","MaxEnt-noclamp","random",0.274812201832478,0.725524992605736,0.645597117882021
"awt09","MaxEnt-tuned","spatial",0.162975019945565,0.650140490979002,0.565869063095535
"awt09","MaxEnt-spatial-tuned","spatial",0.191016407892957,0.670252883762204,0.621126447729448
"awt09","MaxEnt-tuned","random",0.254208804737678,0.703859804791482,0.682547690759552
"awt09","Ranger","spatial",-0.0663507040049446,0.441511387163561,-0.259389853243117
"awt09","Ranger","random",0.0683260781099451,0.551094350783791,0.565003494807365
"awt09","RF","spatial",0.158733126852479,0.644409937888198,0.463378591136865
